run_id,step_idx,sigma_0,eps_total,eps_delta,e_s,sigma_delta,phase,cut,param.c_c,param.c_s,param.e0,param.eps_0,param.eps_delta,param.sigma_max,param.sigma_min,param.sigma_prime_p
1,15,-14.60609903512214,-0.007500000000000003,-0.0005,5842.439614048856,-2.434349839187023,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,16,-17.52731884214657,-0.008000000000000004,-0.0005,7010.927536858628,-2.921219807024429,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,17,-21.032782610575886,-0.008500000000000004,-0.0005,8413.113044230355,-3.505463768429314,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,18,-25.239339132691065,-0.009000000000000005,-0.0005,10095.735653076426,-4.206556522115178,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,19,-30.287206959229277,-0.009500000000000005,-0.0005,12114.88278369171,-5.047867826538212,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,20,-36.34464835107513,-0.010000000000000005,-0.0005,14537.859340430052,-6.057441391845854,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,21,-43.61357802129015,-0.010500000000000006,-0.0005,17445.43120851606,-7.268929670215027,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,22,-52.33629362554818,-0.011000000000000006,-0.0005,20934.51745021927,-8.722715604258031,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,23,-62.80355235065782,-0.011500000000000007,-0.0005,25121.420940263128,-10.467258725109637,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,24,-75.36426282078938,-0.012000000000000007,-0.0005,30145.705128315753,-12.560710470131562,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,25,-90.43711538494725,-0.012500000000000008,-0.0005,36174.8461539789,-15.072852564157877,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,26,-108.5245384619367,-0.013000000000000008,-0.0005,43409.81538477468,-18.087423076989452,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,27,-130.22944615432402,-0.013500000000000009,-0.0005,52091.77846172961,-21.704907692387334,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,28,-156.27533538518884,-0.014000000000000009,-0.0005,62510.13415407554,-26.045889230864802,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,29,-187.53040246222662,-0.01450000000000001,-0.0005,75012.16098489065,-31.255067077037765,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,30,-225.03648295467195,-0.01500000000000001,-0.0005,90014.59318186878,-37.50608049244533,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,31,-270.04377954560636,-0.01550000000000001,-0.0005,108017.51181824254,-45.007296590934395,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,32,-324.0525354547276,-0.01600000000000001,-0.0005,129621.01418189105,-54.00875590912127,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,33,-388.8630425456731,-0.01650000000000001,-0.0005,155545.21701826924,-64.81050709094552,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,34,-466.63565105480774,-0.01700000000000001,-0.0005,186654.2604219231,-77.77260850913461,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,35,-559.9627812657693,-0.017500000000000012,-0.0005,223985.11250630772,-93.32713021096154,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,36,-671.9553375189232,-0.018000000000000013,-0.0005,268782.1350075693,-111.99255625315385,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,37,-806.3464050227078,-0.018500000000000013,-0.0005,322538.5620090831,-134.39106750378465,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,38,-806.3464050227078,-0.018500000000000013,0.0005,806346.4050227078,0.0,extension,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,39,-403.1732025113539,-0.018000000000000013,0.0005,403173.2025113539,403.1732025113539,extension,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
1,40,-201.58660125567695,-0.017500000000000012,0.0005,201586.60125567694,201.58660125567695,extension,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259797
2,0,-1.1934826888140408,0.0,-0.0005,477.3930755256163,0.0,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,1,-1.432179226576849,-0.0005,-0.0005,572.8716906307395,-0.23869653776280816,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,2,-1.7186150718922186,-0.001,-0.0005,687.4460287568875,-0.2864358453153698,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,3,-2.062338086270662,-0.0015,-0.0005,824.9352345082649,-0.34372301437844377,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,4,-2.474805703524795,-0.002,-0.0005,989.9222814099179,-0.4124676172541324,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,5,-2.9697668442297536,-0.0025,-0.0005,1187.9067376919015,-0.494961140704959,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,6,-3.563720213075704,-0.003,-0.0005,1425.4880852302817,-0.5939533688459506,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,7,-4.276464255690845,-0.0035,-0.0005,1710.585702276338,-0.712744042615141,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,8,-5.131757106829014,-0.004,-0.0005,2052.702842731606,-0.8552928511381691,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,9,-6.158108528194817,-0.0045000000000000005,-0.0005,2463.243411277927,-1.0263514213658027,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,10,-7.389730233833781,-0.005000000000000001,-0.0005,2955.8920935335123,-1.2316217056389638,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,11,-8.867676280600538,-0.005500000000000001,-0.0005,3547.070512240215,-1.477946046766756,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,12,-10.641211536720645,-0.006000000000000002,-0.0005,4256.484614688258,-1.7735352561201077,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,13,-12.769453844064774,-0.006500000000000002,-0.0005,5107.78153762591,-2.128242307344129,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,14,-15.32334461287773,-0.007000000000000003,-0.0005,6129.337845151092,-2.553890768812955,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,15,-18.388013535453275,-0.007500000000000003,-0.0005,7355.2054141813105,-3.064668922575547,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,16,-22.065616242543932,-0.008000000000000004,-0.0005,8826.246497017573,-3.677602707090655,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,17,-26.478739491052718,-0.008500000000000004,-0.0005,10591.495796421086,-4.413123248508786,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,18,-31.774487389263264,-0.009000000000000005,-0.0005,12709.794955705305,-5.295747898210545,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,19,-38.12938486711592,-0.009500000000000005,-0.0005,15251.753946846367,-6.354897477852653,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,20,-45.7552618405391,-0.010000000000000005,-0.0005,18302.10473621564,-7.625876973423185,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,21,-54.90631420864692,-0.010500000000000006,-0.0005,21962.525683458767,-9.151052368107818,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,22,-65.88757705037631,-0.011000000000000006,-0.0005,26355.030820150525,-10.981262841729382,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,23,-79.06509246045157,-0.011500000000000007,-0.0005,31626.036984180628,-13.177515410075259,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,24,-94.87811095254187,-0.012000000000000007,-0.0005,37951.244381016746,-15.813018492090313,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,25,-113.85373314305025,-0.012500000000000008,-0.0005,45541.4932572201,-18.975622190508375,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,26,-136.6244797716603,-0.013000000000000008,-0.0005,54649.79190866412,-22.770746628610052,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,27,-163.94937572599235,-0.013500000000000009,-0.0005,65579.75029039694,-27.32489595433206,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,28,-196.73925087119082,-0.014000000000000009,-0.0005,78695.70034847633,-32.789875145198465,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,29,-236.087101045429,-0.01450000000000001,-0.0005,94434.8404181716,-39.34785017423816,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,30,-283.3045212545148,-0.01500000000000001,-0.0005,113321.8085018059,-47.2174202090858,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,31,-339.9654255054177,-0.01550000000000001,-0.0005,135986.1702021671,-56.660904250902945,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,32,-407.95851060650125,-0.01600000000000001,-0.0005,163183.4042426005,-67.99308510108355,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,33,-489.5502127278015,-0.01650000000000001,-0.0005,195820.08509112062,-81.59170212130026,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,34,-587.4602552733618,-0.01700000000000001,-0.0005,234984.1021093447,-97.91004254556032,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,35,-704.9523063280342,-0.017500000000000012,-0.0005,281980.92253121367,-117.49205105467234,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,36,-845.9427675936411,-0.018000000000000013,-0.0005,338377.1070374564,-140.99046126560685,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,37,-1015.1313211123693,-0.018500000000000013,-0.0005,406052.52844494773,-169.1885535187282,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,38,-1015.1313211123693,-0.018500000000000013,0.0005,1015131.3211123693,0.0,extension,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,39,-507.5656605561846,-0.018000000000000013,0.0005,507565.6605561846,507.5656605561847,extension,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,40,-253.78283027809226,-0.017500000000000012,0.0005,253782.83027809227,253.78283027809232,extension,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
2,41,-126.89141513904613,-0.01700000000000001,0.0005,126891.41513904613,126.89141513904613,extension,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408
3,0,-1.164724182086098,0.0,-0.0005,465.88967283443924,0.0,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,1,-1.3976690185033176,-0.0005,-0.0005,559.067607401327,-0.23294483641721964,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,2,-1.6772028222039812,-0.001,-0.0005,670.8811288815925,-0.2795338037006635,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,3,-2.0126433866447773,-0.0015,-0.0005,805.0573546579109,-0.3354405644407963,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,4,-2.4151720639737326,-0.002,-0.0005,966.068825589493,-0.4025286773289554,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,5,-2.898206476768479,-0.0025,-0.0005,1159.2825907073916,-0.4830344127947465,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,6,-3.4778477721221748,-0.003,-0.0005,1391.13910884887,-0.5796412953536958,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,7,-4.17341732654661,-0.0035,-0.0005,1669.366930618644,-0.6955695544244348,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,8,-5.008100791855932,-0.004,-0.0005,2003.2403167423727,-0.8346834653093219,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,9,-6.009720950227118,-0.0045000000000000005,-0.0005,2403.888380090847,-1.0016201583711863,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,10,-7.211665140272542,-0.005000000000000001,-0.0005,2884.6660561090166,-1.2019441900454237,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,11,-8.65399816832705,-0.005500000000000001,-0.0005,3461.59926733082,-1.4423330280545084,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
3,12,-10.384797801992459,-0.006000000000000002,-0.0005,4153.919120796983,-1.7307996336654101,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1051.7295709830635,-104.8570950289774,-1.164724182086098
