run_id,step_idx,sigma_0,eps_total,eps_delta,e_s,sigma_delta,phase,cut,param.c_c,param.c_s,param.e0,param.eps_0,param.eps_delta,param.sigma_max,param.sigma_min,param.sigma_prime_p,global_idx,pred_e_s,pred_sigma_0
0,35,-750.8098488077683,-0.0175,-0.0005,300323.9395231073,-125.13497480129472,compression,36,0.005,0.002,1.0,0.0,-0.0005,-902.5446313324148,-103.62578323028968,-1.2711194063761075,35,300589.47,-751.473675
0,36,-900.971818569322,-0.018,-0.0005,360388.7274277288,-150.16196976155368,compression,36,0.005,0.002,1.0,0.0,-0.0005,-902.5446313324148,-103.62578323028968,-1.2711194063761075,36,360583.22,-901.45805
0,37,-900.971818569322,-0.018,0.0005,900971.818569322,0.0,extension,36,0.005,0.002,1.0,0.0,-0.0005,-902.5446313324148,-103.62578323028968,-1.2711194063761075,37,902748.56,-902.74856
0,38,-450.4859092846609,-0.0175,0.0005,450485.90928466094,450.485909284661,extension,36,0.005,0.002,1.0,0.0,-0.0005,-902.5446313324148,-103.62578323028968,-1.2711194063761075,38,451725.44,-451.72544
0,39,-225.2429546423305,-0.017,0.0005,225242.95464233047,225.2429546423305,extension,36,0.005,0.002,1.0,0.0,-0.0005,-902.5446313324148,-103.62578323028968,-1.2711194063761075,39,225887.92,-225.88792
0,40,-112.62147732116524,-0.0165,0.0005,112621.47732116524,112.62147732116524,extension,36,0.005,0.002,1.0,0.0,-0.0005,-902.5446313324148,-103.62578323028968,-1.2711194063761075,40,113493.66,-113.49366
1,0,-0.9480157449259796,0.0,-0.0005,379.2062979703919,0.0,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,41,834.6239,-2.08655975
1,1,-1.1376188939111758,-0.0005,-0.0005,455.0475575644703,-0.1896031489851959,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,42,904.077,-2.2601925
1,2,-1.3651426726934108,-0.001,-0.0005,546.0570690773643,-0.2275237787822351,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,43,987.3583,-2.46839575
1,3,-1.638171207232093,-0.0015,-0.0005,655.2684828928373,-0.2730285345386821,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,44,1087.327,-2.7183175
1,4,-1.965805448678512,-0.002,-0.0005,786.3221794714046,-0.3276342414464186,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,45,1207.3114,-3.0182785
1,5,-2.358966538414214,-0.0025,-0.0005,943.5866153656856,-0.3931610897357023,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,46,1351.2802,-3.3782005
1,6,-2.830759846097057,-0.003,-0.0005,1132.3039384388228,-0.4717933076828428,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,47,1524.0614,-3.8101535
1,7,-3.3969118153164684,-0.0035,-0.0005,1358.7647261265874,-0.5661519692194115,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,48,1731.4208,-4.328552
1,8,-4.076294178379762,-0.004,-0.0005,1630.517671351905,-0.6793823630632937,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,49,1980.2333,-4.95058325
1,9,-4.891553014055715,-0.0045,-0.0005,1956.621205622286,-0.8152588356759525,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,50,2278.8113,-5.69702825
1,10,-5.869863616866858,-0.005,-0.0005,2347.945446746743,-0.9783106028111428,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,51,2637.0613,-6.59265325
1,11,-7.0438363402402295,-0.0055,-0.0005,2817.534536096092,-1.1739727233733714,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,52,3066.9988,-7.667497
1,12,-8.452603608288275,-0.006,-0.0005,3381.04144331531,-1.408767268048046,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,53,3588.9832,-8.972458
1,13,-10.14312432994593,-0.0065,-0.0005,4057.249731978372,-1.690520721657655,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,54,4231.3115,-10.57827875
1,14,-12.171749195935115,-0.007,-0.0005,4868.699678374047,-2.028624865989186,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,55,5002.999,-12.5074975
1,15,-14.60609903512214,-0.0075,-0.0005,5842.439614048856,-2.434349839187023,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,56,5936.124,-14.84031
1,16,-17.52731884214657,-0.008,-0.0005,7010.927536858628,-2.921219807024429,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,57,7065.1084,-17.662771
1,17,-21.03278261057589,-0.0085,-0.0005,8413.113044230355,-3.505463768429314,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,58,8440.78,-21.10195
1,18,-25.239339132691065,-0.009,-0.0005,10095.735653076426,-4.206556522115178,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,59,10116.53,-25.291325
1,19,-30.28720695922928,-0.0095,-0.0005,12114.88278369171,-5.047867826538212,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,60,12127.421,-30.3185525
1,20,-36.34464835107513,-0.01,-0.0005,14537.859340430052,-6.057441391845854,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,61,14540.483,-36.3512075
1,21,-43.61357802129015,-0.0105,-0.0005,17445.43120851606,-7.268929670215027,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,62,17436.17,-43.590425
1,22,-52.33629362554818,-0.011,-0.0005,20934.51745021927,-8.722715604258031,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,63,20918.014,-52.295035
1,23,-62.80355235065782,-0.0115,-0.0005,25121.420940263128,-10.467258725109636,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,64,25106.889,-62.7672225
1,24,-75.36426282078938,-0.012,-0.0005,30145.705128315756,-12.560710470131562,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,65,30133.498,-75.333745
1,25,-90.43711538494723,-0.0125,-0.0005,36174.8461539789,-15.072852564157875,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,66,36165.47,-90.413675
1,26,-108.5245384619367,-0.013,-0.0005,43409.81538477468,-18.08742307698945,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,67,43403.812,-108.50953
1,27,-130.22944615432402,-0.0135,-0.0005,52091.77846172961,-21.704907692387334,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,68,52089.812,-130.22453
1,28,-156.27533538518884,-0.014,-0.0005,62510.13415407554,-26.0458892308648,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,69,62513.016,-156.28254
1,29,-187.53040246222665,-0.0145,-0.0005,75012.16098489065,-31.255067077037765,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,70,75020.86,-187.55215
1,30,-225.03648295467195,-0.015,-0.0005,90014.59318186878,-37.50608049244533,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,71,90030.29,-225.075725
1,31,-270.0437795456064,-0.0155,-0.0005,108017.51181824254,-45.0072965909344,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,72,107936.95,-269.842375
1,32,-324.0525354547276,-0.016,-0.0005,129621.01418189103,-54.00875590912127,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,73,129890.01,-324.725025
1,33,-388.8630425456731,-0.0165,-0.0005,155545.21701826924,-64.81050709094552,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,74,155675.3,-389.18825
1,34,-466.6356510548077,-0.017,-0.0005,186654.2604219231,-77.77260850913461,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,75,186810.28,-467.0257
1,35,-559.9627812657693,-0.0175,-0.0005,223985.1125063077,-93.32713021096154,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,76,224285.38,-560.71345
1,36,-671.9553375189232,-0.018,-0.0005,268782.1350075693,-111.99255625315384,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,77,268787.3,-671.96825
1,37,-806.3464050227078,-0.0185,-0.0005,322538.5620090831,-134.39106750378463,compression,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,78,322746.38,-806.86595
1,38,-806.3464050227078,-0.0185,0.0005,806346.4050227078,0.0,extension,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,79,808819.8,-808.8198000000001
1,39,-403.1732025113539,-0.018,0.0005,403173.2025113539,403.1732025113539,extension,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,80,403986.16,-403.98616
1,40,-201.58660125567692,-0.0175,0.0005,201586.6012556769,201.58660125567692,extension,37,0.005,0.002,1.0,0.0,-0.0005,-926.0206976607568,-102.17830386921612,-0.9480157449259796,81,202282.77,-202.28277
2,0,-1.1934826888140408,0.0,-0.0005,477.3930755256163,0.0,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,82,924.53015,-2.311325375
2,1,-1.432179226576849,-0.0005,-0.0005,572.8716906307395,-0.2386965377628081,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,83,1011.90515,-2.5297628750000003
2,2,-1.7186150718922186,-0.001,-0.0005,687.4460287568875,-0.2864358453153698,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,84,1116.7958,-2.7919895
2,3,-2.062338086270662,-0.0015,-0.0005,824.9352345082649,-0.3437230143784437,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,85,1242.6708,-3.1066770000000004
2,4,-2.474805703524795,-0.002,-0.0005,989.922281409918,-0.4124676172541324,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,86,1393.702,-3.484255
2,5,-2.9697668442297536,-0.0025,-0.0005,1187.9067376919015,-0.494961140704959,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,87,1574.9677,-3.93741925
2,6,-3.563720213075704,-0.003,-0.0005,1425.4880852302815,-0.5939533688459506,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,88,1792.4989,-4.48124725
2,7,-4.276464255690845,-0.0035,-0.0005,1710.585702276338,-0.712744042615141,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,89,2053.5144,-5.133786
2,8,-5.131757106829014,-0.004,-0.0005,2052.702842731606,-0.8552928511381691,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,90,2366.7644,-5.916911
2,9,-6.158108528194817,-0.0045,-0.0005,2463.243411277927,-1.0263514213658027,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,91,2742.6394,-6.8565985000000005
2,10,-7.389730233833781,-0.005,-0.0005,2955.8920935335123,-1.2316217056389638,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,92,3193.6863,-7.98421575
2,11,-8.867676280600538,-0.0055,-0.0005,3547.070512240215,-1.477946046766756,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,93,3746.452,-9.36613
2,12,-10.641211536720643,-0.006,-0.0005,4256.484614688258,-1.7735352561201077,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,94,4420.796,-11.05199
2,13,-12.769453844064774,-0.0065,-0.0005,5107.78153762591,-2.128242307344129,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,95,5230.374,-13.075935
2,14,-15.32334461287773,-0.007,-0.0005,6129.337845151092,-2.553890768812955,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,96,6213.3115,-15.53327875
2,15,-18.388013535453275,-0.0075,-0.0005,7355.2054141813105,-3.064668922575547,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,97,7397.7646,-18.4944115
2,16,-22.06561624254393,-0.008,-0.0005,8826.246497017573,-3.677602707090655,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,98,8852.233,-22.1305825
2,17,-26.47873949105272,-0.0085,-0.0005,10591.495796421086,-4.413123248508786,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,99,10610.265,-26.5256625
2,18,-31.774487389263264,-0.009,-0.0005,12709.794955705303,-5.295747898210545,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,100,12719.905,-31.7997625
2,19,-38.12938486711592,-0.0095,-0.0005,15251.753946846367,-6.354897477852653,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,101,15251.452,-38.12863
2,20,-45.7552618405391,-0.01,-0.0005,18302.10473621564,-7.625876973423185,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,102,18289.326,-45.723315
2,21,-54.90631420864692,-0.0105,-0.0005,21962.525683458767,-9.151052368107818,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,103,21946.514,-54.866285
2,22,-65.88757705037631,-0.011,-0.0005,26355.030820150525,-10.981262841729382,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,104,26341.107,-65.8527675
2,23,-79.06509246045157,-0.0115,-0.0005,31626.036984180628,-13.17751541007526,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,105,31614.56,-79.0364
2,24,-94.87811095254187,-0.012,-0.0005,37951.244381016746,-15.813018492090311,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,106,37942.703,-94.8567575
2,25,-113.85373314305023,-0.0125,-0.0005,45541.4932572201,-18.97562219050837,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,107,45536.484,-113.84121
2,26,-136.6244797716603,-0.013,-0.0005,54649.79190866412,-22.77074662861005,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,108,54649.016,-136.62254
2,27,-163.94937572599235,-0.0135,-0.0005,65579.75029039694,-27.32489595433206,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,109,65584.06,-163.96015
2,28,-196.7392508711908,-0.014,-0.0005,78695.70034847633,-32.789875145198465,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,110,78706.13,-196.765325
2,29,-236.087101045429,-0.0145,-0.0005,94434.8404181716,-39.34785017423816,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,111,94452.59,-236.131475
2,30,-283.3045212545148,-0.015,-0.0005,113321.8085018059,-47.2174202090858,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,112,113437.23,-283.593075
2,31,-339.9654255054177,-0.0155,-0.0005,135986.1702021671,-56.66090425090295,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,113,136150.34,-340.37585
2,32,-407.9585106065013,-0.016,-0.0005,163183.4042426005,-67.99308510108355,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,114,163522.89,-408.807225
2,33,-489.5502127278015,-0.0165,-0.0005,195820.08509112065,-81.59170212130026,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,115,196215.17,-490.537925
2,34,-587.4602552733618,-0.017,-0.0005,234984.1021093447,-97.91004254556032,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,116,235676.48,-589.1912
2,35,-704.9523063280342,-0.0175,-0.0005,281980.92253121367,-117.49205105467234,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,117,282312.94,-705.78235
2,36,-845.9427675936411,-0.018,-0.0005,338377.1070374564,-140.99046126560685,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,118,338609.56,-846.5239
2,37,-1015.1313211123692,-0.0185,-0.0005,406052.5284449477,-169.1885535187282,compression,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,119,406338.47,-1015.846175
2,38,-1015.1313211123692,-0.0185,0.0005,1015131.3211123692,0.0,extension,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,120,1016067.56,-1016.06756
2,39,-507.5656605561846,-0.018,0.0005,507565.6605561846,507.5656605561847,extension,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,121,508881.62,-508.88162
2,40,-253.78283027809223,-0.0175,0.0005,253782.83027809227,253.78283027809232,extension,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,122,254360.89,-254.36089
2,41,-126.89141513904612,-0.017,0.0005,126891.41513904612,126.89141513904612,extension,37,0.005,0.002,1.0,0.0,-0.0005,-1025.4502193821295,-107.86092807054452,-1.1934826888140408,123,127735.336,-127.735336
