epoch,train_mse,train_rmse,train_mae,train_r2,val_mse,val_rmse,val_mae,val_r2
43,0.022157183424992996,0.14836005866527557,0.11339994452216408,0.9756652767008002,0.02310843952000141,0.1520145982503891,0.1123996376991272,0.9772192239761353
44,0.019239308143203907,0.13833096623420715,0.10689423842863603,0.9787932688539679,0.020214760676026344,0.14217862486839294,0.10638882219791412,0.9800719022750854
45,0.016547013074159622,0.12835527956485748,0.09962710467251865,0.9816978411241011,0.0174673143774271,0.13216397166252136,0.09933247417211533,0.982780396938324
46,0.014088458974253048,0.11848498609932986,0.09197550063783472,0.9843711419539019,0.01493217796087265,0.12219729274511337,0.09172899276018143,0.9852795600891113
47,0.011870850893584165,0.10878737609494817,0.08416618542237715,0.9868059808557684,0.01265906821936369,0.11251252144575119,0.08402666449546814,0.9875204563140869
48,0.009904320351779461,0.09938819029114464,0.07638235593383963,0.9889736500653353,0.010626964271068573,0.1030871719121933,0.07640952616930008,0.989523708820343
49,0.008194495331157337,0.09041294049132954,0.06865354695103386,0.9908684492111206,0.008858156390488148,0.09411778301000595,0.06876455992460251,0.9912674427032471
50,0.006746070459485054,0.08203147419474342,0.06112121790647507,0.9924847212704745,0.007379467133432627,0.0859038233757019,0.0612131804227829,0.9927251935005188
51,0.005541737445376136,0.07434192096645181,0.05401507697322152,0.9938319054516879,0.006157378200441599,0.07846896350383759,0.05413568764925003,0.993929922580719
52,0.004556628875434399,0.06739945032379845,0.04752312634478916,0.99493577263572,0.00517099117860198,0.07190960645675659,0.04757486656308174,0.9949023127555847
53,0.003762346819381822,0.061235029589046135,0.04165993698618629,0.9958234266801314,0.004359128884971142,0.06602369993925095,0.041445743292570114,0.9957026839256287
54,0.003111713862215931,0.05568571625785394,0.0363754000176083,0.9965473142537203,0.0036836869549006224,0.06069338321685791,0.03597082942724228,0.9963685274124146
55,0.0025963822633705354,0.05086564746769992,0.0316458290273493,0.9971192966807972,0.003146989503875375,0.05609803646802902,0.031056759878993034,0.9968976378440857
56,0.0021958991419523954,0.04677621376785365,0.02794786508787762,0.9975645542144775,0.0027331083547323942,0.05227913707494736,0.027317818254232407,0.9973056316375732
57,0.0018816492943601174,0.043300609358332375,0.025424852967262268,0.9979128675027327,0.0024057519622147083,0.04904846474528313,0.02510952018201351,0.997628390789032
58,0.0016411447220227935,0.04043785347179933,0.023730124600908974,0.998179939660159,0.0021560622844845057,0.04643341898918152,0.023859433829784393,0.9978744983673096
59,0.0014533865773542361,0.03805267844687809,0.022508100521835415,0.9983887238935991,0.0019624822307378054,0.044299911707639694,0.023040663450956345,0.9980653524398804
60,0.0013042735147543929,0.03604880381714214,0.02173793265088038,0.9985537366433577,0.0018046814948320389,0.04248154163360596,0.022609397768974304,0.9982209205627441
61,0.0011815168069336903,0.034312075850638474,0.021221758459102024,0.9986893805590543,0.001670225989073515,0.04086839780211449,0.022330181673169136,0.9983534812927246
62,0.0010769160210408947,0.032760621133175766,0.02088435807011344,0.998804737221111,0.0015485554467886686,0.0393516905605793,0.022167319431900978,0.9984734058380127
63,0.0009876703843474388,0.03137665817683393,0.020521070469509472,0.9989030144431374,0.0014391543809324503,0.03793618828058243,0.022029966115951538,0.9985812306404114
64,0.0009118710348213261,0.030150641771880062,0.020134256814013828,0.9989866614341736,0.0013432229170575738,0.03665000572800636,0.021805746480822563,0.9986758232116699
65,0.0008460429962724447,0.029043993827971546,0.019637513736432247,0.9990592653101141,0.0012555483262985945,0.03543371707201004,0.021464534103870392,0.9987622499465942
66,0.0007883964677933942,0.028037892823869533,0.01910134574229067,0.999123139814897,0.001176385791040957,0.034298479557037354,0.021013900637626648,0.9988402724266052
67,0.0007366760295223106,0.027102445844899525,0.01852579601109028,0.9991807016459379,0.001104020164348185,0.033226799219846725,0.02042779140174389,0.9989116191864014
68,0.000689883716404438,0.02622685699977658,0.017926204610954632,0.9992329369891774,0.001038312097080052,0.03222285211086273,0.0197477787733078,0.9989764094352722
69,0.0006463445236229084,0.025384163483977318,0.0173310749232769,0.9992817044258118,0.0009790660114958882,0.03129003196954727,0.019008947536349297,0.9990348219871521
70,0.0006058517557738179,0.02457477016882463,0.01677920144389976,0.9993269931186329,0.0009233875898644328,0.03038729354739189,0.018282422795891762,0.9990897178649902
71,0.0005670104133473201,0.02377255582673983,0.0162225082855333,0.9993704503232782,0.0008709843386895955,0.029512444511055946,0.017578983679413795,0.9991413950920105
72,0.0005302225842817941,0.022986663166772236,0.015660949728705666,0.9994116208770059,0.0008237027795985341,0.028700223192572594,0.016890384256839752,0.9991880059242249
73,0.0004959205133755776,0.022228396074338394,0.015093768523498014,0.9994501308961348,0.000780149654019624,0.027931159362196922,0.016253041103482246,0.9992309212684631
74,0.00046328407056121665,0.021481213075193493,0.014507508413358168,0.9994869123805653,0.0007401408511213958,0.027205530554056168,0.01564987190067768,0.9992703795433044
75,0.00043265333145179534,0.02075386487624862,0.013925927098501812,0.999521629376845,0.0007046360406093299,0.026544980704784393,0.015062992461025715,0.9993053674697876
76,0.00040508760668506676,0.020076351748271423,0.01338831555436958,0.9995529326525602,0.0006728295120410621,0.025938957929611206,0.014488665387034416,0.9993367195129395
77,0.00037956023218364203,0.019427674060518093,0.012859297069636259,0.9995818788355048,0.0006425486644729972,0.025348544120788574,0.013947759754955769,0.9993665814399719
78,0.0003564716343217614,0.018822037360884926,0.012385707687247883,0.9996079910885204,0.0006131493719294667,0.024761853739619255,0.013418953865766525,0.9993955492973328
79,0.0003363870094868947,0.018279756673357704,0.011965620754794641,0.9996306137605147,0.0005845121922902763,0.024176687002182007,0.012937580235302448,0.9994238018989563
80,0.000318824472329156,0.017793833193453876,0.011655538681555878,0.9996501424095847,0.0005568399210460484,0.023597456514835358,0.01251185778528452,0.9994510412216187
81,0.00030338232913477856,0.017355947162617336,0.011388729749755426,0.9996672543612394,0.0005324612138792872,0.023075120523571968,0.012132528237998486,0.9994750618934631
82,0.0002893634637902406,0.01694819957695224,0.011136586439203133,0.999682832847942,0.0005110841011628509,0.022607170045375824,0.011782079935073853,0.9994961619377136
83,0.0002763196402652697,0.01656096259301359,0.010897192088040438,0.9996972192417491,0.0004917406477034092,0.022175226360559464,0.011440391652286053,0.9995152354240417
84,0.00026443457781252533,0.016199646178971638,0.010650052096356045,0.9997103376822039,0.0004752037057187408,0.02179916761815548,0.011112508364021778,0.9995315074920654
85,0.0002542614158962599,0.01588363894684748,0.010414178059859709,0.9997216300530867,0.00046109571121633053,0.02147313952445984,0.010809376835823059,0.9995454549789429
86,0.00024479315933686763,0.015584013678810814,0.010213826190341602,0.999732109633359,0.0004479053313843906,0.02116377465426922,0.010553184896707535,0.9995584487915039
87,0.00023548922829583964,0.015283416787331755,0.010041918436234648,0.9997424212369052,0.00043545893277041614,0.02086765319108963,0.010347078554332256,0.9995707273483276
88,0.00022692184112119404,0.015000642869960178,0.009885391135784712,0.9997519796544855,0.00042437936645001173,0.020600469782948494,0.010176273062825203,0.9995816349983215
89,0.00021936331177130342,0.014744438738985495,0.00973381440747868,0.9997605898163535,0.0004153326153755188,0.02037971094250679,0.010022892616689205,0.9995905756950378
90,0.0002124896061352708,0.014506524090062489,0.00959103757684881,0.9997684955596924,0.00040742006967775524,0.020184649154543877,0.00987400021404028,0.9995983839035034
91,0.00020586688664149153,0.014273678545247425,0.009455329738557339,0.9997760653495789,0.00039930237107910216,0.019982552155852318,0.009731653146445751,0.9996063709259033
92,0.00019911979060535404,0.014032584699717436,0.009339262477376244,0.9997837868603793,0.0003905698540620506,0.019762840121984482,0.009606825187802315,0.999614953994751
93,0.0001929079193029214,0.01380597867748954,0.009236791933124716,0.9997908960689198,0.0003820096608251333,0.019545067101716995,0.009503494948148727,0.9996234178543091
94,0.0001876122048336335,0.013610939410599794,0.009146817367185246,0.9997969432310625,0.00037275603972375393,0.019306890666484833,0.009417022578418255,0.9996325373649597
95,0.00018263983921232548,0.01342897896062244,0.009053385393186049,0.9998023401607167,0.000363040337106213,0.019053617492318153,0.009312835521996021,0.9996421337127686
96,0.00017714091386138037,0.013226022605191578,0.008932830596512014,0.999808213927529,0.00035417056642472744,0.018819419667124748,0.009189375676214695,0.9996508359909058
97,0.0001719711475412954,0.013030342165042053,0.008795602077787573,0.9998139142990112,0.00034755049273371696,0.01864270679652691,0.009058165363967419,0.999657392501831
98,0.00016770494006447154,0.012866358357396994,0.008666703562167559,0.9998186013915322,0.00034201619564555585,0.01849368028342724,0.008933191187679768,0.9996628165245056
99,0.00016342781865122643,0.012698933397504416,0.008567865853282538,0.9998233697631143,0.00033567225909791887,0.018321361392736435,0.008834843523800373,0.999669075012207
100,0.0001595055073266849,0.012543524022806774,0.008474942381409082,0.9998276938091625,0.00033033647923730314,0.018175160512328148,0.008732760325074196,0.9996743202209473
101,0.0001556835327805443,0.012392072007060051,0.00838333944028074,0.9998318607156927,0.00032450738945044577,0.0180140882730484,0.008632531389594078,0.9996801018714905
102,0.00015175076127475634,0.012234396301209927,0.008301187645305286,0.9998361305757002,0.00031797311385162175,0.017831800505518913,0.008543816395103931,0.9996865391731262
103,0.0001479762405241755,0.012080893005159769,0.008230136876756495,0.9998402216217734,0.0003114743158221245,0.017648635432124138,0.008460861630737782,0.9996929168701172
104,0.00014448383378542283,0.011937896890396421,0.008166678927161476,0.9998439496213739,0.00030459233676083386,0.017452573403716087,0.008377771824598312,0.9996997117996216
105,0.0001411968233614144,0.011803536167876287,0.008088773624463514,0.9998473958535627,0.0002985432802233845,0.017278404906392097,0.008290602825582027,0.9997056722640991
106,0.00013810614208606157,0.011675628240812908,0.008012207902290604,0.9998506307601929,0.000293152843369171,0.017121706157922745,0.008208711631596088,0.9997109770774841
107,0.00013525282636030832,0.011555829593403772,0.007951893759044733,0.999853638085452,0.0002875846403185278,0.016958320513367653,0.008134724572300911,0.9997165203094482
108,0.00013257315599317238,0.011442040939900007,0.007908049632202496,0.999856477433985,0.0002814907638821751,0.016777686774730682,0.008081948384642601,0.9997224807739258
109,0.0001300725985360755,0.011333708058704029,0.00786732467399402,0.9998591867360201,0.00027626880910247564,0.016621336340904236,0.008044135756790638,0.9997276663780212
110,0.00012747740468264303,0.011220239780165932,0.007816682146354155,0.9998619718985124,0.00027137648430652916,0.01647350937128067,0.008000334724783897,0.999732494354248
111,0.00012477311644364488,0.011100764725018631,0.007755881344730204,0.9998648762702942,0.00026680846349336207,0.016334272921085358,0.007950703613460064,0.9997369647026062
112,0.0001222962878686799,0.010989240370690823,0.007699691267176108,0.9998676072467457,0.00026282775797881186,0.016211964190006256,0.007910888642072678,0.9997408986091614
113,0.00011994878348725086,0.010882343673570589,0.007644158364696937,0.9998702027580955,0.00025936594465747476,0.016104841604828835,0.007878493517637253,0.9997442960739136
114,0.00011751283256506378,0.010771211236715317,0.007580666040832346,0.9998728361996737,0.0002565698232501745,0.016017796471714973,0.007837382145226002,0.999747097492218
115,0.00011535054363775998,0.010670969347384844,0.0075292649932883005,0.9998752258040688,0.0002545535680837929,0.01595473475754261,0.00780115369707346,0.9997490644454956
116,0.00011341463224115697,0.010579473000358452,0.007484011690724979,0.9998773986643011,0.00025301173445768654,0.01590634323656559,0.007767155766487122,0.999750554561615
117,0.00011155615423128687,0.010491313158788464,0.0074429381638765335,0.9998794577338479,0.00025115255266427994,0.015847792848944664,0.007725245784968138,0.999752402305603
118,0.00010970889971676198,0.010404077104546806,0.0074001208625056525,0.9998814517801459,0.0002487607125658542,0.015772150829434395,0.007676806300878525,0.999754786491394
119,0.00010798712239854716,0.010322044095532461,0.007359389723701911,0.9998832832683217,0.0002464634017087519,0.015699153766036034,0.007625245489180088,0.9997570514678955
120,0.00010639804267239842,0.010247671807354147,0.007316027259962125,0.9998849521983754,0.00024388727615587413,0.015616890974342823,0.007558561395853758,0.9997595548629761
121,0.00010467884236608039,0.010166712359271267,0.007276698523624377,0.9998867132446982,0.00024045744794420898,0.015506690368056297,0.007490400690585375,0.9997629523277283
122,0.00010310382905035195,0.010091105476021767,0.00724746866829016,0.9998883605003357,0.0002370002621319145,0.015394812449812889,0.0074416170828044415,0.9997663497924805
123,0.00010185998160688376,0.010030876167795875,0.007225906349379908,0.9998896772211249,0.00023324978246819228,0.015272517688572407,0.007412729784846306,0.9997700452804565
124,0.00010054571876852688,0.00996679567139257,0.007194901393218474,0.9998910535465587,0.0002306085079908371,0.015185799449682236,0.007374822627753019,0.9997726678848267
125,9.89720309999856e-05,0.009889930656010454,0.007154294585978443,0.9998926737091758,0.00022828181681688875,0.01510899793356657,0.007335182279348373,0.9997749328613281
126,9.758383914066309e-05,0.009821601974015886,0.007110542575405402,0.9998941150578585,0.00022670545149594545,0.015056741423904896,0.007303605321794748,0.9997764825820923
127,9.639264052649114e-05,0.00976182630454952,0.007073315749452872,0.9998954263600436,0.00022519583581015468,0.015006526373326778,0.007288485765457153,0.9997779726982117
128,9.550509408158673e-05,0.00971684359352697,0.007037082560021769,0.9998963637785478,0.0002240317699033767,0.014967691153287888,0.0072765774093568325,0.9997791647911072
129,9.422821246764876e-05,0.009651368907229467,0.007009136913852258,0.9998977455225858,0.00022137234918773174,0.014878586865961552,0.00725690508261323,0.9997817873954773
130,9.285968421450393e-05,0.00958122160624374,0.006984583102166653,0.999899219382893,0.00021770440798718482,0.014754809439182281,0.007232790347188711,0.9997853636741638
131,9.164752819660035e-05,0.009519120000980118,0.006962565578181635,0.9999005035920576,0.00021400919649749994,0.014629052951931953,0.007207158021628857,0.9997889995574951
132,9.059532021638006e-05,0.009464096362617884,0.006936403584073891,0.9999016631733287,0.00021133779955562204,0.014537462033331394,0.0071929884143173695,0.99979168176651
133,8.96141255824742e-05,0.009411918422715231,0.006911676546389406,0.9999027848243713,0.00020910933380946517,0.014460613019764423,0.007184807676821947,0.9997938275337219
134,8.873804803112183e-05,0.009365969760851427,0.00688414652408524,0.9999036951498552,0.00020731495169457048,0.014398436062037945,0.00717260641977191,0.9997956156730652
135,8.78578297984363e-05,0.009318925863639875,0.006857963702218099,0.9999046867544,0.000205638658371754,0.014340106397867203,0.0071599227376282215,0.9997972846031189
136,8.70975544041192e-05,0.009279207241806116,0.00683101165023717,0.9999054670333862,0.00020434691396076232,0.014294995926320553,0.007139211520552635,0.9997985363006592
137,8.638695329533552e-05,0.009242521175606684,0.006805415730923414,0.9999061768705194,0.0002029535244219005,0.01424617599695921,0.007113406900316477,0.999799907207489
138,8.548198556209999e-05,0.009195630523291502,0.006784127517180009,0.9999070980332114,0.00020058572408743203,0.014162829145789146,0.007082321681082249,0.9998022317886353
139,8.459494380407374e-05,0.009148829701271925,0.006772670937194066,0.9999080300331116,0.0001977506763068959,0.014062385074794292,0.007055295165628195,0.9998050332069397
140,8.400545233267952e-05,0.00911652288314971,0.006760435094210235,0.9999086802656,0.00019555700419005007,0.01398416981101036,0.007035846821963787,0.9998072385787964
141,8.321877116527916e-05,0.009073854762722145,0.00673794128339399,0.9999095147306268,0.0001939101639436558,0.013925163075327873,0.007023025769740343,0.9998088479042053
142,8.248949267329986e-05,0.009034814990379593,0.006718016187237067,0.999910295009613,0.00019152380991727114,0.01383921317756176,0.007004726678133011,0.9998111724853516
143,8.152083517581394e-05,0.008984451774846424,0.006686170331456445,0.9999112107537009,0.0001897442853078246,0.013774770312011242,0.0069830818101763725,0.9998129606246948
144,8.101381999122995e-05,0.00895825494080782,0.006657089784064076,0.9999116875908591,0.0001887906837509945,0.013740112073719501,0.006962183862924576,0.9998139142990112
145,8.087684082883325e-05,0.00895172780887647,0.006632293362847783,0.9999118013815447,0.00018856971291825175,0.013732069171965122,0.006946256384253502,0.9998140931129456
146,8.046584513398226e-05,0.008929081684486433,0.006616971074518832,0.9999122186140581,0.0001876933965831995,0.013700123876333237,0.0069237747229635715,0.9998149871826172
147,7.958694847977974e-05,0.008880177766761997,0.006604110991412943,0.9999131993813948,0.00018576694128569216,0.013629634864628315,0.006894237361848354,0.99981689453125
148,7.860873169689016e-05,0.00882492129775611,0.006602100054310126,0.9999142505905845,0.00018319263472221792,0.013534867204725742,0.0068570878356695175,0.9998193979263306
149,7.808905965331095e-05,0.008796122687106783,0.006601724477315491,0.9999148195440118,0.00018111750250682235,0.013457990251481533,0.006819227244704962,0.9998214244842529
150,7.764798845693639e-05,0.008772366849536245,0.00659335506233302,0.9999152584509416,0.00017944719002116472,0.013395790010690689,0.006791763938963413,0.9998230934143066
151,7.700388827784495e-05,0.008737885647199371,0.006572488864714449,0.999915827404369,0.00017828437557909638,0.013352316804230213,0.006771387066692114,0.9998242259025574
152,7.638458786955611e-05,0.008704619990153746,0.006547632542523471,0.999916439706629,0.0001773387921275571,0.013316861353814602,0.006754751317203045,0.9998251795768738
153,7.581648903644897e-05,0.008673065680671822,0.006520303982225331,0.9999169978228483,0.0001767184876371175,0.013293550349771976,0.006747785024344921,0.9998257756233215
154,7.523764692119916e-05,0.008638875643638048,0.006501032970845699,0.9999176859855652,0.0001756685524014756,0.01325400173664093,0.006745394319295883,0.9998268485069275
155,7.477368688507175e-05,0.00860990702428601,0.006488371555778113,0.9999183037064292,0.0001740902807796374,0.013194327242672443,0.006745137274265289,0.9998283982276917
156,7.418215086958794e-05,0.008574768308211456,0.006464502943510359,0.9999190081249584,0.0001733003737172112,0.013164360076189041,0.006750128697603941,0.9998291730880737
157,7.370994915783575e-05,0.008545523086054758,0.006444141014733098,0.9999196150086143,0.00017263121844734997,0.013138920068740845,0.006757990922778845,0.9998298287391663
158,7.320801986762407e-05,0.008515407585284927,0.006419379179450599,0.9999202164736661,0.00017233709513675421,0.013127722777426243,0.00676925852894783,0.9998301267623901
159,7.28302832364782e-05,0.008493629030205986,0.0063937390223145485,0.9999205903573469,0.00017253519035875797,0.013135265558958054,0.006779120769351721,0.999829888343811
160,7.245039027607577e-05,0.008471077646721493,0.006377205337313088,0.9999210617759011,0.00017188687343150377,0.013110563158988953,0.006779552903026342,0.9998305439949036
161,7.191927447407083e-05,0.008439450440081682,0.0063614115457643165,0.9999216524037448,0.00017053165356628597,0.013058776967227459,0.0067687551490962505,0.9998319149017334
162,7.137668117965487e-05,0.008408084088428453,0.006343944887207313,0.9999222213571722,0.0001686457108007744,0.012986366637051105,0.006744065321981907,0.9998337626457214
163,7.08605915530246e-05,0.00837925203483213,0.00632546545768326,0.9999226819385182,0.00016728058108128607,0.012933699414134026,0.006712573580443859,0.9998350739479065
164,7.036748006199063e-05,0.008353011343966831,0.006306233307854695,0.9999230937524275,0.00016601444804109633,0.012884659692645073,0.006671510636806488,0.9998363256454468
165,6.999362548495728e-05,0.008333400145850399,0.0062904242764819755,0.9999233701012351,0.00016466753731947392,0.012832284905016422,0.006625353824347258,0.9998376965522766
166,6.952966544882987e-05,0.008306670341302048,0.006281946193088184,0.9999238523569974,0.00016286260506603867,0.012761763297021389,0.006583998445421457,0.9998394250869751
167,6.920160244176672e-05,0.00828706549311226,0.006274576298892498,0.9999242099848661,0.00016158197831828147,0.01271148957312107,0.006554762367159128,0.9998407363891602
168,6.888709851244295e-05,0.008268206464973364,0.00626293502070687,0.9999245513569225,0.0001607817248441279,0.012679973617196083,0.006534915883094072,0.9998415112495422
169,6.847973748914559e-05,0.008244458501311865,0.006241544827141545,0.9999249577522278,0.00016069700359366834,0.012676632031798363,0.006524329539388418,0.999841570854187
170,6.821252662286332e-05,0.008229795843362808,0.006219172765585509,0.9999251799149946,0.00016053761646617204,0.012670343741774559,0.006509419530630112,0.9998417496681213
171,6.786186779870398e-05,0.00820985140109604,0.0061986392617902975,0.9999254887754266,0.00015980436000972986,0.012641374953091145,0.006493353750556707,0.9998424649238586
172,6.738567621637644e-05,0.008182205598462711,0.006178524599156596,0.9999259601939808,0.00015844513836782426,0.012587498873472214,0.006473863031715155,0.9998437762260437
173,6.701433184471998e-05,0.008161398328163406,0.0061583253978328275,0.999926274473017,0.00015707527927588671,0.012532968074083328,0.006449250504374504,0.9998451471328735
174,6.666899703718214e-05,0.008141767572272907,0.006139245773242278,0.9999265995892611,0.00015566058573313057,0.012476401403546333,0.006425830535590649,0.9998465180397034
175,6.62021656435999e-05,0.008112980899485674,0.006123246963728558,0.9999270872636274,0.00015450998034793884,0.012430204078555107,0.006415355019271374,0.9998477101325989
176,6.569316213823517e-05,0.008080028082159433,0.006110493178394708,0.9999277537519281,0.00015321736282203346,0.01237810030579567,0.006408766843378544,0.9998489618301392
177,6.533659920519726e-05,0.00805536877702583,0.006102665835483508,0.9999282901937311,0.00015256123151630163,0.01235156785696745,0.006412493530660868,0.9998496174812317
178,6.511784423227337e-05,0.008038734509186312,0.006096383091062307,0.999928664077412,0.0001522808597655967,0.012340213172137737,0.006424963008612394,0.9998498558998108
179,6.480286935005675e-05,0.00801765580068935,0.0060845638032663955,0.9999291084029458,0.00015190988779067993,0.012325173243880272,0.0064338818192481995,0.9998502731323242
180,6.432265085591511e-05,0.007988402111963793,0.006065567447380586,0.9999296177517284,0.00015089329099282622,0.012283862568438053,0.006427329499274492,0.9998512268066406
181,6.388429822188549e-05,0.007963532243262638,0.006043886300176382,0.9999299807982012,0.0001504363026469946,0.012265248224139214,0.006414639763534069,0.9998517036437988
182,6.408006646035409e-05,0.00797879992222244,0.006027882114391436,0.9999296231703325,0.0001506432454334572,0.012273681350052357,0.006397157441824675,0.9998514652252197
183,6.382438269528475e-05,0.00796372951431708,0.00601445786146955,0.9999298399144952,0.00014963725698180497,0.012232630513608456,0.006371395196765661,0.9998524785041809
184,6.308347854593939e-05,0.007916947488080372,0.006000045051967556,0.9999306960539385,0.00014774504234082997,0.01215504202991724,0.006336688995361328,0.999854326248169
