data_loss_epoch,data_loss_step,epoch,step,train_loss_epoch,train_loss_step
132765088.0,,0,6,132765088.0,
132720080.0,,1,13,132720080.0,
132678552.0,,2,20,132678552.0,
132634432.0,,3,27,132634432.0,
132586576.0,,4,34,132586576.0,
132482896.0,,5,41,132482896.0,
132239656.0,,6,48,132239656.0,
,138578432.0,7,49,,138578432.0
131866328.0,,7,55,131866328.0,
131311024.0,,8,62,131311024.0,
130500280.0,,9,69,130500280.0,
129350592.0,,10,76,129350592.0,
127760432.0,,11,83,127760432.0,
125621856.0,,12,90,125621856.0,
122816248.0,,13,97,122816248.0,
,111959752.0,14,99,,111959752.0
119212848.0,,14,104,119212848.0,
114687664.0,,15,111,114687664.0,
109135008.0,,16,118,109135008.0,
102472896.0,,17,125,102472896.0,
94671008.0,,18,132,94671008.0,
85757848.0,,19,139,85757848.0,
75831160.0,,20,146,75831160.0,
,68882520.0,21,149,,68882520.0
65085132.0,,21,153,65085132.0,
53851388.0,,22,160,53851388.0,
42563240.0,,23,167,42563240.0,
31749414.0,,24,174,31749414.0,
21987458.0,,25,181,21987458.0,
13818865.0,,26,188,13818865.0,
7628845.0,,27,195,7628845.0,
,4196265.0,28,199,,4196265.0
3520214.5,,28,202,3520214.5,
1247157.875,,29,209,1247157.875,
283748.8125,,30,216,283748.8125,
29485.818359375,,31,223,29485.818359375,
27886.42578125,,32,230,27886.42578125,
53035.2734375,,33,237,53035.2734375,
50687.67578125,,34,244,50687.67578125,
,35913.21484375,35,249,,35913.21484375
34060.0859375,,35,251,34060.0859375,
20165.546875,,36,258,20165.546875,
13871.4453125,,37,265,13871.4453125,
12443.0458984375,,38,272,12443.0458984375,
12526.0458984375,,39,279,12526.0458984375,
12589.7666015625,,40,286,12589.7666015625,
12466.482421875,,41,293,12466.482421875,
,10966.7587890625,42,299,,10966.7587890625
12342.0283203125,,42,300,12342.0283203125,
12294.0302734375,,43,307,12294.0302734375,
12290.7197265625,,44,314,12290.7197265625,
12288.5712890625,,45,321,12288.5712890625,
12272.392578125,,46,328,12272.392578125,
12246.474609375,,47,335,12246.474609375,
12218.380859375,,48,342,12218.380859375,
,14904.8369140625,49,349,,14904.8369140625
12192.0615234375,,49,349,12192.0615234375,
12168.2265625,,50,356,12168.2265625,
12146.2421875,,51,363,12146.2421875,
12125.3359375,,52,370,12125.3359375,
12104.8095703125,,53,377,12104.8095703125,
12084.1875,,54,384,12084.1875,
12063.17578125,,55,391,12063.17578125,
12041.712890625,,56,398,12041.712890625,
,10496.658203125,57,399,,10496.658203125
12019.7939453125,,57,405,12019.7939453125,
11997.541015625,,58,412,11997.541015625,
11975.0400390625,,59,419,11975.0400390625,
11952.3974609375,,60,426,11952.3974609375,
11929.5751953125,,61,433,11929.5751953125,
11906.6201171875,,62,440,11906.6201171875,
11883.4775390625,,63,447,11883.4775390625,
,11444.2548828125,64,449,,11444.2548828125
11860.17578125,,64,454,11860.17578125,
11836.62109375,,65,461,11836.62109375,
11812.8916015625,,66,468,11812.8916015625,
11788.9345703125,,67,475,11788.9345703125,
11764.8134765625,,68,482,11764.8134765625,
11740.48828125,,69,489,11740.48828125,
11715.9423828125,,70,496,11715.9423828125,
,10133.4091796875,71,499,,10133.4091796875
11691.2734375,,71,503,11691.2734375,
11666.361328125,,72,510,11666.361328125,
11641.2890625,,73,517,11641.2890625,
11615.9921875,,74,524,11615.9921875,
11590.525390625,,75,531,11590.525390625,
11564.8935546875,,76,538,11564.8935546875,
11539.1015625,,77,545,11539.1015625,
,10161.794921875,78,549,,10161.794921875
11513.103515625,,78,552,11513.103515625,
11486.9033203125,,79,559,11486.9033203125,
11460.490234375,,80,566,11460.490234375,
11433.9423828125,,81,573,11433.9423828125,
11407.1953125,,82,580,11407.1953125,
11380.2890625,,83,587,11380.2890625,
11353.1865234375,,84,594,11353.1865234375,
,16555.46875,85,599,,16555.46875
11325.6015625,,85,601,11325.6015625,
11297.0537109375,,86,608,11297.0537109375,
11268.03515625,,87,615,11268.03515625,
11238.697265625,,88,622,11238.697265625,
11209.0810546875,,89,629,11209.0810546875,
11179.1240234375,,90,636,11179.1240234375,
11148.9208984375,,91,643,11148.9208984375,
,9868.650390625,92,649,,9868.650390625
11118.3876953125,,92,650,11118.3876953125,
11087.57421875,,93,657,11087.57421875,
11056.482421875,,94,664,11056.482421875,
11023.9833984375,,95,671,11023.9833984375,
10989.2333984375,,96,678,10989.2333984375,
10953.5478515625,,97,685,10953.5478515625,
10916.4423828125,,98,692,10916.4423828125,
,13483.21875,99,699,,13483.21875
10860.150390625,,99,699,10860.150390625,
10798.763671875,,100,706,10798.763671875,
10742.0029296875,,101,713,10742.0029296875,
10665.548828125,,102,720,10665.548828125,
10571.6845703125,,103,727,10571.6845703125,
10461.5947265625,,104,734,10461.5947265625,
10292.462890625,,105,741,10292.462890625,
9979.5322265625,,106,748,9979.5322265625,
,8363.111328125,107,749,,8363.111328125
9323.7177734375,,107,755,9323.7177734375,
8340.5810546875,,108,762,8340.5810546875,
8155.85693359375,,109,769,8155.85693359375,
7807.91064453125,,110,776,7807.91064453125,
7570.78564453125,,111,783,7570.78564453125,
7328.5361328125,,112,790,7328.5361328125,
7082.31689453125,,113,797,7082.31689453125,
,6657.0302734375,114,799,,6657.0302734375
6858.2607421875,,114,804,6858.2607421875,
6645.419921875,,115,811,6645.419921875,
6431.93017578125,,116,818,6431.93017578125,
6229.822265625,,117,825,6229.822265625,
6039.431640625,,118,832,6039.431640625,
5842.005859375,,119,839,5842.005859375,
5660.3681640625,,120,846,5660.3681640625,
,4768.0654296875,121,849,,4768.0654296875
5479.62548828125,,121,853,5479.62548828125,
5296.7724609375,,122,860,5296.7724609375,
5130.37060546875,,123,867,5130.37060546875,
4959.8076171875,,124,874,4959.8076171875,
4789.8203125,,125,881,4789.8203125,
4630.33349609375,,126,888,4630.33349609375,
4468.58447265625,,127,895,4468.58447265625,
,3786.596923828125,128,899,,3786.596923828125
4318.2421875,,128,902,4318.2421875,
4165.68896484375,,129,909,4165.68896484375,
4015.09130859375,,130,916,4015.09130859375,
3872.375732421875,,131,923,3872.375732421875,
3727.951904296875,,132,930,3727.951904296875,
3594.593994140625,,133,937,3594.593994140625,
3457.700927734375,,134,944,3457.700927734375,
,4834.47021484375,135,949,,4834.47021484375
3325.32373046875,,135,951,3325.32373046875,
3200.288818359375,,136,958,3200.288818359375,
3072.8876953125,,137,965,3072.8876953125,
2953.288330078125,,138,972,2953.288330078125,
2833.1494140625,,139,979,2833.1494140625,
2718.288818359375,,140,986,2718.288818359375,
2607.129638671875,,141,993,2607.129638671875,
,2208.711181640625,142,999,,2208.711181640625
2497.797119140625,,142,1000,2497.797119140625,
2395.044921875,,143,1007,2395.044921875,
2291.221435546875,,144,1014,2291.221435546875,
2192.765625,,145,1021,2192.765625,
2096.4072265625,,146,1028,2096.4072265625,
2004.408447265625,,147,1035,2004.408447265625,
1912.96630859375,,148,1042,1912.96630859375,
,2245.255859375,149,1049,,2245.255859375
1826.4591064453125,,149,1049,1826.4591064453125,
1739.52197265625,,150,1056,1739.52197265625,
1660.6773681640625,,151,1063,1660.6773681640625,
1579.8470458984375,,152,1070,1579.8470458984375,
1504.7802734375,,153,1077,1504.7802734375,
1429.73486328125,,154,1084,1429.73486328125,
1360.2303466796875,,155,1091,1360.2303466796875,
1291.0972900390625,,156,1098,1291.0972900390625,
,1090.0740966796875,157,1099,,1090.0740966796875
1226.430908203125,,157,1105,1226.430908203125,
1162.8486328125,,158,1112,1162.8486328125,
1102.43701171875,,159,1119,1102.43701171875,
1042.723388671875,,160,1126,1042.723388671875,
987.311767578125,,161,1133,987.311767578125,
934.0734252929688,,162,1140,934.0734252929688,
882.396728515625,,163,1147,882.396728515625,
,817.482177734375,164,1149,,817.482177734375
833.552490234375,,164,1154,833.552490234375,
786.3181762695312,,165,1161,786.3181762695312,
741.216796875,,166,1168,741.216796875,
698.5166625976562,,167,1175,698.5166625976562,
657.7838134765625,,168,1182,657.7838134765625,
618.0150146484375,,169,1189,618.0150146484375,
581.5738525390625,,170,1196,581.5738525390625,
,475.52349853515625,171,1199,,475.52349853515625
545.5590209960938,,171,1203,545.5590209960938,
512.4259033203125,,172,1210,512.4259033203125,
480.1694641113281,,173,1217,480.1694641113281,
450.08233642578125,,174,1224,450.08233642578125,
421.4517517089844,,175,1231,421.4517517089844,
394.17608642578125,,176,1238,394.17608642578125,
368.3777770996094,,177,1245,368.3777770996094,
,301.85308837890625,178,1249,,301.85308837890625
344.33856201171875,,178,1252,344.33856201171875,
320.87115478515625,,179,1259,320.87115478515625,
299.7778625488281,,180,1266,299.7778625488281,
278.82110595703125,,181,1273,278.82110595703125,
259.48907470703125,,182,1280,259.48907470703125,
241.5131378173828,,183,1287,241.5131378173828,
224.39398193359375,,184,1294,224.39398193359375,
,302.0928955078125,185,1299,,302.0928955078125
208.43597412109375,,185,1301,208.43597412109375,
193.3040771484375,,186,1308,193.3040771484375,
179.38461303710938,,187,1315,179.38461303710938,
166.0315399169922,,188,1322,166.0315399169922,
153.75448608398438,,189,1329,153.75448608398438,
142.2000732421875,,190,1336,142.2000732421875,
131.40530395507812,,191,1343,131.40530395507812,
,105.6613540649414,192,1349,,105.6613540649414
121.30464172363281,,192,1350,121.30464172363281,
112.08056640625,,193,1357,112.08056640625,
103.1678237915039,,194,1364,103.1678237915039,
95.14871215820312,,195,1371,95.14871215820312,
87.4652328491211,,196,1378,87.4652328491211,
80.4269790649414,,197,1385,80.4269790649414,
74.01275634765625,,198,1392,74.01275634765625,
,81.19125366210938,199,1399,,81.19125366210938
67.9170150756836,,199,1399,67.9170150756836,
62.422061920166016,,200,1406,62.422061920166016,
57.195472717285156,,201,1413,57.195472717285156,
52.3305778503418,,202,1420,52.3305778503418,
47.91981887817383,,203,1427,47.91981887817383,
43.937042236328125,,204,1434,43.937042236328125,
40.14515686035156,,205,1441,40.14515686035156,
36.57622146606445,,206,1448,36.57622146606445,
,30.08209991455078,207,1449,,30.08209991455078
33.37706756591797,,207,1455,33.37706756591797,
30.489545822143555,,208,1462,30.489545822143555,
27.714860916137695,,209,1469,27.714860916137695,
25.264986038208008,,210,1476,25.264986038208008,
22.98247528076172,,211,1483,22.98247528076172,
20.884504318237305,,212,1490,20.884504318237305,
18.999061584472656,,213,1497,18.999061584472656,
