data_loss,epoch,mean_loss,step
55348719616.0,0,55348719616.0,18
2471340288.0,1,2471340288.0,37
1611785728.0,2,1611785728.0,56
54569424.0,3,54569424.0,75
6177987.0,4,6177987.0,94
7599684.0,5,7599684.0,113
3796768.0,6,3796768.0,132
2321195.25,7,2321195.25,151
2100436.75,8,2100436.75,170
2622093.0,9,2622093.0,189
4250632.5,10,4250632.5,208
242913.15625,11,242913.15625,227
47842084.0,12,47842084.0,246
491964864.0,13,491964864.0,265
1615350144.0,14,1615350144.0,284
3837929216.0,15,3837929216.0,303
7370032128.0,16,7370032128.0,322
7125224960.0,17,7125224960.0,341
5926744064.0,18,5926744064.0,360
2616421632.0,19,2616421632.0,379
1281558656.0,20,1281558656.0,398
538814272.0,21,538814272.0,417
281979968.0,22,281979968.0,436
159823648.0,23,159823648.0,455
111600472.0,24,111600472.0,474
86510152.0,25,86510152.0,493
79179600.0,26,79179600.0,512
79227416.0,27,79227416.0,531
91030464.0,28,91030464.0,550
112292832.0,29,112292832.0,569
156621200.0,30,156621200.0,588
229566048.0,31,229566048.0,607
377511008.0,32,377511008.0,626
630709312.0,33,630709312.0,645
1175337216.0,34,1175337216.0,664
2067939200.0,35,2067939200.0,683
3961140224.0,36,3961140224.0,702
5952560640.0,37,5952560640.0,721
9073756160.0,38,9073756160.0,740
7880947200.0,39,7880947200.0,759
7107578880.0,40,7107578880.0,778
3467378432.0,41,3467378432.0,797
1979777024.0,42,1979777024.0,816
860574528.0,43,860574528.0,835
450666624.0,44,450666624.0,854
228439248.0,45,228439248.0,873
137066256.0,46,137066256.0,892
85735840.0,47,85735840.0,911
61560712.0,48,61560712.0,930
46737288.0,49,46737288.0,949
39804388.0,50,39804388.0,968
35825824.0,51,35825824.0,987
35656124.0,52,35656124.0,1006
37325712.0,53,37325712.0,1025
42843540.0,54,42843540.0,1044
51364324.0,55,51364324.0,1063
67235760.0,56,67235760.0,1082
91045184.0,57,91045184.0,1101
134589984.0,58,134589984.0,1120
202735040.0,59,202735040.0,1139
334791904.0,60,334791904.0,1158
548203584.0,61,548203584.0,1177
992199552.0,62,992199552.0,1196
1679407744.0,63,1679407744.0,1215
3156400896.0,64,3156400896.0,1234
4822667776.0,65,4822667776.0,1253
8032244224.0,66,8032244224.0,1272
8218899456.0,67,8218899456.0,1291
9302787072.0,68,9302787072.0,1310
5318045696.0,69,5318045696.0,1329
3744766464.0,70,3744766464.0,1348
1686587264.0,71,1686587264.0,1367
943837312.0,72,943837312.0,1386
453238784.0,73,453238784.0,1405
260177088.0,74,260177088.0,1424
146239104.0,75,146239104.0,1443
94589328.0,76,94589328.0,1462
62560632.0,77,62560632.0,1481
46331072.0,78,46331072.0,1500
35550856.0,79,35550856.0,1519
30026790.0,80,30026790.0,1538
26359010.0,81,26359010.0,1557
25205396.0,82,25205396.0,1576
25024468.0,83,25024468.0,1595
26894710.0,84,26894710.0,1614
29915642.0,85,29915642.0,1633
35908376.0,86,35908376.0,1652
44364320.0,87,44364320.0,1671
59131960.0,88,59131960.0,1690
80443896.0,89,80443896.0,1709
118442120.0,90,118442120.0,1728
175557616.0,91,175557616.0,1747
283772128.0,92,283772128.0,1766
450392800.0,93,450392800.0,1785
789885312.0,94,789885312.0,1804
1292938368.0,95,1292938368.0,1823
2377315584.0,96,2377315584.0,1842
3642857728.0,97,3642857728.0,1861
6323523584.0,98,6323523584.0,1880
7246532608.0,99,7246532608.0,1899
9588616192.0,100,9588616192.0,1918
6519777792.0,101,6519777792.0,1937
5622113792.0,102,5622113792.0,1956
2752079360.0,103,2752079360.0,1975
1744854400.0,104,1744854400.0,1994
844818432.0,105,844818432.0,2013
502827872.0,106,502827872.0,2032
273789856.0,107,273789856.0,2051
174409568.0,108,174409568.0,2070
109439568.0,109,109439568.0,2089
77612768.0,110,77612768.0,2108
55763460.0,111,55763460.0,2127
44314044.0,112,44314044.0,2146
36062564.0,113,36062564.0,2165
32037654.0,114,32037654.0,2184
29245076.0,115,29245076.0,2203
28915246.0,116,28915246.0,2222
29367126.0,117,29367126.0,2241
32167264.0,118,32167264.0,2260
36091960.0,119,36091960.0,2279
43605560.0,120,43605560.0,2298
53678520.0,121,53678520.0,2317
71248544.0,122,71248544.0,2336
95509128.0,123,95509128.0,2355
138714032.0,124,138714032.0,2374
200472576.0,125,200472576.0,2393
316926592.0,126,316926592.0,2412
485389920.0,127,485389920.0,2431
826079104.0,128,826079104.0,2450
1292135040.0,129,1292135040.0,2469
2292842240.0,130,2292842240.0,2488
3348222976.0,131,3348222976.0,2507
5650975232.0,132,5650975232.0,2526
6355033600.0,133,6355033600.0,2545
8519388160.0,134,8519388160.0,2564
6086309888.0,135,6086309888.0,2583
5623307776.0,136,5623307776.0,2602
2947411712.0,137,2947411712.0,2621
2034743040.0,138,2034743040.0,2640
1033168192.0,139,1033168192.0,2659
654573120.0,140,654573120.0,2678
365893440.0,141,365893440.0,2697
241841712.0,142,241841712.0,2716
153427488.0,143,153427488.0,2735
110841544.0,144,110841544.0,2754
79661296.0,145,79661296.0,2773
63671488.0,146,63671488.0,2792
51408972.0,147,51408972.0,2811
45505156.0,148,45505156.0,2830
40940896.0,149,40940896.0,2849
40036720.0,150,40036720.0,2868
39845240.0,151,39845240.0,2887
42905136.0,152,42905136.0,2906
46926952.0,153,46926952.0,2925
55448800.0,154,55448800.0,2944
765255.125,155,765255.125,2963
120374712.0,156,120374712.0,2982
685749376.0,157,685749376.0,3001
1962176384.0,158,1962176384.0,3020
3961227008.0,159,3961227008.0,3039
5454752768.0,160,5454752768.0,3058
7900788224.0,161,7900788224.0,3077
6289818112.0,162,6289818112.0,3096
6158866944.0,163,6158866944.0,3115
3273759232.0,164,3273759232.0,3134
2280751872.0,165,2280751872.0,3153
1120703488.0,166,1120703488.0,3172
689854976.0,167,689854976.0,3191
368841696.0,168,368841696.0,3210
233681056.0,169,233681056.0,3229
141706192.0,170,141706192.0,3248
97821896.0,171,97821896.0,3267
67284528.0,172,67284528.0,3286
51366492.0,173,51366492.0,3305
39739036.0,174,39739036.0,3324
33602184.0,175,33602184.0,3343
28995092.0,176,28995092.0,3362
27091888.0,177,27091888.0,3381
23938610.0,178,23938610.0,3400
82012816.0,179,82012816.0,3419
218477872.0,180,218477872.0,3438
294582528.0,181,294582528.0,3457
330383360.0,182,330383360.0,3476
410463776.0,183,410463776.0,3495
478769632.0,184,478769632.0,3514
633501632.0,185,633501632.0,3533
767322944.0,186,767322944.0,3552
1067882496.0,187,1067882496.0,3571
1300559488.0,188,1300559488.0,3590
1851451008.0,189,1851451008.0,3609
2149604864.0,190,2149604864.0,3628
2979610880.0,191,2979610880.0,3647
3063607040.0,192,3063607040.0,3666
3860972288.0,193,3860972288.0,3685
3313190912.0,194,3313190912.0,3704
3591234304.0,195,3591234304.0,3723
2616671488.0,196,2616671488.0,3742
2444675584.0,197,2444675584.0,3761
1651746048.0,198,1651746048.0,3780
1411306880.0,199,1411306880.0,3799
