data_loss_epoch,data_loss_step,epoch,step,train_loss_epoch,train_loss_step
0.13112008571624756,,0,4,0.13112008571624756,
0.12056363373994827,,1,9,0.12056363373994827,
0.11056114733219147,,2,14,0.11056114733219147,
0.10113272815942764,,3,19,0.10113272815942764,
0.09228673577308655,,4,24,0.09228673577308655,
0.0787159651517868,,5,29,0.0787159651517868,
0.057854872196912766,,6,34,0.057854872196912766,
0.041237346827983856,,7,39,0.041237346827983856,
0.02844518981873989,,8,44,0.02844518981873989,
,0.01546273473650217,9,49,,0.01546273473650217
0.018912477418780327,,9,49,0.018912477418780327,
0.012048336677253246,,10,54,0.012048336677253246,
0.007294495590031147,,11,59,0.007294495590031147,
0.004150423686951399,,12,64,0.004150423686951399,
0.0021842559799551964,,13,69,0.0021842559799551964,
0.001037633279338479,,14,74,0.001037633279338479,
0.0004267895419616252,,15,79,0.0004267895419616252,
0.00013975671026855707,,16,84,0.00013975671026855707,
2.925887019955553e-05,,17,89,2.925887019955553e-05,
1.8132708419216215e-06,,18,94,1.8132708419216215e-06,
,7.0194787440414075e-06,19,99,,7.0194787440414075e-06
4.631634965335252e-06,,19,99,4.631634965335252e-06,
1.2492984751588665e-05,,20,104,1.2492984751588665e-05,
1.6496953321620822e-05,,21,109,1.6496953321620822e-05,
1.5773879567859694e-05,,22,114,1.5773879567859694e-05,
1.228284054377582e-05,,23,119,1.228284054377582e-05,
8.144245839503128e-06,,24,124,8.144245839503128e-06,
4.673865078075323e-06,,25,129,4.673865078075323e-06,
2.334689497729414e-06,,26,134,2.334689497729414e-06,
1.0372306178396684e-06,,27,139,1.0372306178396684e-06,
4.645369244826725e-07,,28,144,4.645369244826725e-07,
,3.7369822791788465e-08,29,149,,3.7369822791788465e-08
2.9170783477638906e-07,,29,149,2.9170783477638906e-07,
2.8483719916039263e-07,,30,154,2.8483719916039263e-07,
3.151568250814307e-07,,31,159,3.151568250814307e-07,
3.3242645258724224e-07,,32,164,3.3242645258724224e-07,
3.2973508723443956e-07,,33,169,3.2973508723443956e-07,
3.1611810413778585e-07,,34,174,3.1611810413778585e-07,
3.0140384410515253e-07,,35,179,3.0140384410515253e-07,
