data_loss_epoch,data_loss_step,epoch,step,train_loss_epoch,train_loss_step
2.442714617245656e-07,,37,531,2.442714617245656e-07,
2.443055961975915e-07,,38,545,2.443055961975915e-07,
,6.785864457015123e-07,39,549,,6.785864457015123e-07
2.4434274337181705e-07,,39,559,2.4434274337181705e-07,
2.443762525672355e-07,,40,573,2.443762525672355e-07,
2.444119502342801e-07,,41,587,2.444119502342801e-07,
,3.2527083249078714e-08,42,599,,3.2527083249078714e-08
2.444452604777325e-07,,42,601,2.444452604777325e-07,
2.444799065415282e-07,,43,615,2.444799065415282e-07,
2.4451651370327454e-07,,44,629,2.4451651370327454e-07,
2.445514439841645e-07,,45,643,2.445514439841645e-07,
,4.256767383026272e-08,46,649,,4.256767383026272e-08
2.4458418579342833e-07,,46,657,2.4458418579342833e-07,
2.446220150886802e-07,,47,671,2.446220150886802e-07,
2.446550126933289e-07,,48,685,2.446550126933289e-07,
,2.6577380296544106e-08,49,699,,2.6577380296544106e-08
2.4469096615575836e-07,,49,699,2.4469096615575836e-07,
2.4472581117152004e-07,,50,713,2.4472581117152004e-07,
2.447608551392477e-07,,51,727,2.447608551392477e-07,
2.4479510329911136e-07,,52,741,2.4479510329911136e-07,
,2.3719342934214183e-08,53,749,,2.3719342934214183e-08
2.4483091465299367e-07,,53,755,2.4483091465299367e-07,
2.448652480779856e-07,,54,769,2.448652480779856e-07,
2.449016278660565e-07,,55,783,2.449016278660565e-07,
2.449375244850671e-07,,56,797,2.449375244850671e-07,
,4.1295727726264886e-08,57,799,,4.1295727726264886e-08
2.449708915719384e-07,,57,811,2.449708915719384e-07,
2.450075271553942e-07,,58,825,2.450075271553942e-07,
2.450438216783368e-07,,59,839,2.450438216783368e-07,
,1.1776985502365278e-06,60,849,,1.1776985502365278e-06
2.450795761888003e-07,,60,853,2.450795761888003e-07,
2.45117462327471e-07,,61,867,2.45117462327471e-07,
2.4515114205314603e-07,,62,881,2.4515114205314603e-07,
2.45188118697115e-07,,63,895,2.45188118697115e-07,
,6.774850476176653e-07,64,899,,6.774850476176653e-07
2.452254364015971e-07,,64,909,2.452254364015971e-07,
2.452617877679586e-07,,65,923,2.452617877679586e-07,
2.4529802544748236e-07,,66,937,2.4529802544748236e-07,
,3.236360512914871e-08,67,949,,3.236360512914871e-08
2.4533392206649296e-07,,67,951,2.4533392206649296e-07,
2.4537166609661654e-07,,68,965,2.4537166609661654e-07,
2.4540878484913264e-07,,69,979,2.4540878484913264e-07,
2.454468130963505e-07,,70,993,2.454468130963505e-07,
,4.293828936852151e-08,71,999,,4.293828936852151e-08
2.4548617716391163e-07,,71,1007,2.4548617716391163e-07,
2.4552153377044306e-07,,72,1021,2.4552153377044306e-07,
2.455610115248419e-07,,73,1035,2.455610115248419e-07,
,2.7291459758771452e-08,74,1049,,2.7291459758771452e-08
2.455976471082977e-07,,74,1049,2.455976471082977e-07,
2.456370395975682e-07,,75,1063,2.456370395975682e-07,
2.456743288803409e-07,,76,1077,2.456743288803409e-07,
2.4571485823798866e-07,,77,1091,2.4571485823798866e-07,
,2.298140877599053e-08,78,1099,,2.298140877599053e-08
2.4575578549956845e-07,,78,1105,2.4575578549956845e-07,
2.457944390243938e-07,,79,1119,2.457944390243938e-07,
2.458324672716117e-07,,80,1133,2.458324672716117e-07,
2.4587217239968595e-07,,81,1147,2.4587217239968595e-07,
,4.284661514475374e-08,82,1149,,4.284661514475374e-08
2.4591207647972624e-07,,82,1161,2.4591207647972624e-07,
2.459516963426722e-07,,83,1175,2.459516963426722e-07,
2.459929930864746e-07,,84,1189,2.459929930864746e-07,
,1.1864444786624517e-06,85,1199,,1.1864444786624517e-06
2.460319592501037e-07,,85,1203,2.460319592501037e-07,
2.460737675846758e-07,,86,1217,2.460737675846758e-07,
2.461159454014705e-07,,87,1231,2.461159454014705e-07,
2.461567589762126e-07,,88,1245,2.461567589762126e-07,
,6.761812869626738e-07,89,1249,,6.761812869626738e-07
2.462018358073692e-07,,89,1259,2.462018358073692e-07,
2.4623975036774937e-07,,90,1273,2.4623975036774937e-07,
2.46285026150872e-07,,91,1287,2.46285026150872e-07,
,3.21750732723558e-08,92,1299,,3.21750732723558e-08
2.463257828821952e-07,,92,1301,2.463257828821952e-07,
2.4637031970087264e-07,,93,1315,2.4637031970087264e-07,
2.464120427703165e-07,,94,1329,2.464120427703165e-07,
2.464558122028393e-07,,95,1343,2.464558122028393e-07,
,4.33327187465693e-08,96,1349,,4.33327187465693e-08
2.4649838792356604e-07,,96,1357,2.4649838792356604e-07,
2.465450847921602e-07,,97,1371,2.465450847921602e-07,
2.465898489845131e-07,,98,1385,2.465898489845131e-07,
,2.8162352450067374e-08,99,1399,,2.8162352450067374e-08
2.466337889472925e-07,,99,1399,2.466337889472925e-07,
