data_loss_epoch,data_loss_step,epoch,step,train_loss_epoch,train_loss_step
,0.054133862257003784,0,49,,0.054133862257003784
,0.19019751250743866,0,99,,0.19019751250743866
,0.10562213510274887,0,149,,0.10562213510274887
,0.04045594111084938,0,199,,0.04045594111084938
,0.0964222401380539,0,249,,0.0964222401380539
,0.08493135869503021,0,299,,0.08493135869503021
,0.1137065514922142,0,349,,0.1137065514922142
,0.08209554851055145,0,399,,0.08209554851055145
,0.0416167750954628,0,449,,0.0416167750954628
,0.0425327830016613,0,499,,0.0425327830016613
,0.02067815139889717,0,549,,0.02067815139889717
,0.04681744426488876,0,599,,0.04681744426488876
,0.09442127496004105,0,649,,0.09442127496004105
0.0980486273765564,,0,666,0.0980486273765564,
,0.028980862349271774,1,699,,0.028980862349271774
,0.07533452659845352,1,749,,0.07533452659845352
,0.08192490041255951,1,799,,0.08192490041255951
,0.09891030937433243,1,849,,0.09891030937433243
,0.10760648548603058,1,899,,0.10760648548603058
,0.05023515969514847,1,949,,0.05023515969514847
,0.06789286434650421,1,999,,0.06789286434650421
,0.12765219807624817,1,1049,,0.12765219807624817
,0.0572674386203289,1,1099,,0.0572674386203289
,0.11956282705068588,1,1149,,0.11956282705068588
,0.04376797378063202,1,1199,,0.04376797378063202
,0.06622621417045593,1,1249,,0.06622621417045593
,0.11155559867620468,1,1299,,0.11155559867620468
0.08281132578849792,,1,1333,0.08281132578849792,
,0.07156525552272797,2,1349,,0.07156525552272797
,0.04909661412239075,2,1399,,0.04909661412239075
,0.0840919017791748,2,1449,,0.0840919017791748
,0.1290162056684494,2,1499,,0.1290162056684494
,0.11176349967718124,2,1549,,0.11176349967718124
,0.04317326471209526,2,1599,,0.04317326471209526
,0.098385751247406,2,1649,,0.098385751247406
,0.10788404941558838,2,1699,,0.10788404941558838
,0.09155646711587906,2,1749,,0.09155646711587906
,0.11791535466909409,2,1799,,0.11791535466909409
,0.08293968439102173,2,1849,,0.08293968439102173
,0.11343145370483398,2,1899,,0.11343145370483398
,0.04856046289205551,2,1949,,0.04856046289205551
,0.10597990453243256,2,1999,,0.10597990453243256
0.08281009644269943,,2,2000,0.08281009644269943,
,0.10349031537771225,3,2049,,0.10349031537771225
,0.09273654967546463,3,2099,,0.09273654967546463
,0.13191303610801697,3,2149,,0.13191303610801697
,0.1174222007393837,3,2199,,0.1174222007393837
,0.08522678166627884,3,2249,,0.08522678166627884
,0.08392088860273361,3,2299,,0.08392088860273361
,0.12853196263313293,3,2349,,0.12853196263313293
,0.15212126076221466,3,2399,,0.15212126076221466
,0.06233464926481247,3,2449,,0.06233464926481247
,0.056419890373945236,3,2499,,0.056419890373945236
,0.15108123421669006,3,2549,,0.15108123421669006
,0.09635604918003082,3,2599,,0.09635604918003082
,0.07933379709720612,3,2649,,0.07933379709720612
0.08281201124191284,,3,2667,0.08281201124191284,
,0.06818550825119019,4,2699,,0.06818550825119019
,0.08538754284381866,4,2749,,0.08538754284381866
