data_loss,epoch,mean_loss,step
1.281173322882796e+26,0,1.281173322882796e+26,19
1.281173322882796e+26,1,1.281173322882796e+26,39
1.2807085571658588e+26,2,1.2807085571658588e+26,59
1.2807085571658588e+26,3,1.2807085571658588e+26,79
1.2807085571658588e+26,4,1.2807085571658588e+26,99
1.2807085571658588e+26,5,1.2807085571658588e+26,119
1.2807085571658588e+26,6,1.2807085571658588e+26,139
1.2807085571658588e+26,7,1.2807085571658588e+26,159
1.2159567961183236e+26,8,1.2159567961183236e+26,179
1.2159567961183236e+26,9,1.2159567961183236e+26,199
1.1350904206165975e+26,10,1.1350904206165975e+26,219
1.1350904206165975e+26,11,1.1350904206165975e+26,239
1.1350904206165975e+26,12,1.1350904206165975e+26,259
1.1350904206165975e+26,13,1.1350904206165975e+26,279
1.1350904206165975e+26,14,1.1350904206165975e+26,299
1.1350904206165975e+26,15,1.1350904206165975e+26,319
1.1350904206165975e+26,16,1.1350904206165975e+26,339
1.1350904206165975e+26,17,1.1350904206165975e+26,359
1.1350904206165975e+26,18,1.1350904206165975e+26,379
1.1350904206165975e+26,19,1.1350904206165975e+26,399
1.1350904206165975e+26,20,1.1350904206165975e+26,419
1.1350904206165975e+26,21,1.1350904206165975e+26,439
1.1350904206165975e+26,22,1.1350904206165975e+26,459
1.1350904206165975e+26,23,1.1350904206165975e+26,479
1.1350904206165975e+26,24,1.1350904206165975e+26,499
1.1350904206165975e+26,25,1.1350904206165975e+26,519
1.1350904206165975e+26,26,1.1350904206165975e+26,539
1.1350904206165975e+26,27,1.1350904206165975e+26,559
1.1350904206165975e+26,28,1.1350904206165975e+26,579
1.1350904206165975e+26,29,1.1350904206165975e+26,599
1.1350904206165975e+26,30,1.1350904206165975e+26,619
1.1350904206165975e+26,31,1.1350904206165975e+26,639
1.1350904206165975e+26,32,1.1350904206165975e+26,659
1.1350904206165975e+26,33,1.1350904206165975e+26,679
1.1350904206165975e+26,34,1.1350904206165975e+26,699
1.1350904206165975e+26,35,1.1350904206165975e+26,719
1.1350904206165975e+26,36,1.1350904206165975e+26,739
1.1350904206165975e+26,37,1.1350904206165975e+26,759
1.1350904206165975e+26,38,1.1350904206165975e+26,779
1.1350904206165975e+26,39,1.1350904206165975e+26,799
1.1350904206165975e+26,40,1.1350904206165975e+26,819
1.1350904206165975e+26,41,1.1350904206165975e+26,839
1.1350904206165975e+26,42,1.1350904206165975e+26,859
1.1350904206165975e+26,43,1.1350904206165975e+26,879
1.1350904206165975e+26,44,1.1350904206165975e+26,899
1.1350904206165975e+26,45,1.1350904206165975e+26,919
1.1350904206165975e+26,46,1.1350904206165975e+26,939
1.1350904206165975e+26,47,1.1350904206165975e+26,959
1.1350904206165975e+26,48,1.1350904206165975e+26,979
