data_loss_epoch,data_loss_step,epoch,step,train_loss_epoch,train_loss_step
2.7921447554035694e-07,,85,1203,2.7921447554035694e-07,
2.793437943182653e-07,,86,1217,2.793437943182653e-07,
2.7946632030761975e-07,,87,1231,2.7946632030761975e-07,
2.7960726356468513e-07,,88,1245,2.7960726356468513e-07,
,4.2077353157310426e-08,89,1249,,4.2077353157310426e-08
2.797475531224336e-07,,89,1259,2.797475531224336e-07,
2.7988687634206144e-07,,90,1273,2.7988687634206144e-07,
2.800312586259679e-07,,91,1287,2.800312586259679e-07,
,1.0664394949344569e-06,92,1299,,1.0664394949344569e-06
2.801859579903976e-07,,92,1301,2.801859579903976e-07,
2.803375878102088e-07,,93,1315,2.803375878102088e-07,
2.8050152423020336e-07,,94,1329,2.8050152423020336e-07,
2.806627321660926e-07,,95,1343,2.806627321660926e-07,
,3.7250580930958677e-07,96,1349,,3.7250580930958677e-07
2.8083522352062573e-07,,96,1357,2.8083522352062573e-07,
2.8101771931687836e-07,,97,1371,2.8101771931687836e-07,
2.8119356443312427e-07,,98,1385,2.8119356443312427e-07,
,1.061116421396946e-07,99,1399,,1.061116421396946e-07
2.81377651845105e-07,,99,1399,2.81377651845105e-07,
