data_loss_epoch,data_loss_step,epoch,step,train_loss_epoch,train_loss_step
2.4915249241530546e-07,,49,699,2.4915249241530546e-07,
2.491550503691542e-07,,50,713,2.491550503691542e-07,
2.491674138127564e-07,,51,727,2.491674138127564e-07,
2.4917238761190674e-07,,52,741,2.4917238761190674e-07,
,4.189879234672844e-07,53,749,,4.189879234672844e-07
2.4918574581533903e-07,,53,755,2.4918574581533903e-07,
2.491879342869652e-07,,54,769,2.491879342869652e-07,
2.492014914423635e-07,,55,783,2.492014914423635e-07,
2.4921192220972443e-07,,56,797,2.4921192220972443e-07,
,1.0597416348900879e-06,57,799,,1.0597416348900879e-06
2.492197666015272e-07,,57,811,2.492197666015272e-07,
2.492280373189715e-07,,58,825,2.492280373189715e-07,
2.492342332516273e-07,,59,839,2.492342332516273e-07,
,7.14287438086103e-08,60,849,,7.14287438086103e-08
2.492375017482118e-07,,60,853,2.492375017482118e-07,
2.4924372610257706e-07,,61,867,2.4924372610257706e-07,
2.492490125405311e-07,,62,881,2.492490125405311e-07,
2.4926757191678917e-07,,63,895,2.4926757191678917e-07,
,1.0467531552649234e-07,64,899,,1.0467531552649234e-07
2.492775195150898e-07,,64,909,2.492775195150898e-07,
2.4928183961492323e-07,,65,923,2.4928183961492323e-07,
2.492867849923641e-07,,66,937,2.492867849923641e-07,
,5.8147008985542925e-08,67,949,,5.8147008985542925e-08
2.493066801889654e-07,,67,951,2.493066801889654e-07,
2.493136719294853e-07,,68,965,2.493136719294853e-07,
2.4931932784966193e-07,,69,979,2.4931932784966193e-07,
2.493242448053934e-07,,70,993,2.493242448053934e-07,
,6.094084881169692e-08,71,999,,6.094084881169692e-08
2.4933973463703296e-07,,71,1007,2.4933973463703296e-07,
2.4935150122473715e-07,,72,1021,2.4935150122473715e-07,
2.493575266271364e-07,,73,1035,2.493575266271364e-07,
,8.228978458646452e-07,74,1049,,8.228978458646452e-07
2.493585782303853e-07,,74,1049,2.493585782303853e-07,
2.493638930900488e-07,,75,1063,2.493638930900488e-07,
2.493720216989459e-07,,76,1077,2.493720216989459e-07,
2.493773365586094e-07,,77,1091,2.493773365586094e-07,
,4.188421485196159e-07,78,1099,,4.188421485196159e-07
2.4939498644016567e-07,,78,1105,2.4939498644016567e-07,
2.494090551863337e-07,,79,1119,2.494090551863337e-07,
2.494067246061604e-07,,80,1133,2.494067246061604e-07,
2.494187754109589e-07,,81,1147,2.494187754109589e-07,
,1.0610309573166887e-06,82,1149,,1.0610309573166887e-06
2.494288366960973e-07,,82,1161,2.494288366960973e-07,
2.494335262781533e-07,,83,1175,2.494335262781533e-07,
2.4944134224824666e-07,,84,1189,2.4944134224824666e-07,
,7.207484742366432e-08,85,1199,,7.207484742366432e-08
2.494502666650078e-07,,85,1203,2.494502666650078e-07,
2.4946572807493794e-07,,86,1217,2.4946572807493794e-07,
2.494672628472472e-07,,87,1231,2.494672628472472e-07,
2.4948360533016967e-07,,88,1245,2.4948360533016967e-07,
,1.0472509615055969e-07,89,1249,,1.0472509615055969e-07
2.4948985810624436e-07,,89,1259,2.4948985810624436e-07,
2.4950387000899354e-07,,90,1273,2.4950387000899354e-07,
2.4951333443823387e-07,,91,1287,2.4951333443823387e-07,
,5.824047732971849e-08,92,1299,,5.824047732971849e-08
2.4952464627858717e-07,,92,1301,2.4952464627858717e-07,
2.4953155275397876e-07,,93,1315,2.4953155275397876e-07,
2.495313253803033e-07,,94,1329,2.495313253803033e-07,
2.49553295361693e-07,,95,1343,2.49553295361693e-07,
,6.114335349138855e-08,96,1349,,6.114335349138855e-08
2.4955969024631486e-07,,96,1357,2.4955969024631486e-07,
2.4956986521829094e-07,,97,1371,2.4956986521829094e-07,
2.495823707704403e-07,,98,1385,2.495823707704403e-07,
,8.268496571872674e-07,99,1399,,8.268496571872674e-07
2.4959052780104685e-07,,99,1399,2.4959052780104685e-07,
