,run_id,step_idx,eps_total,eps_delta,phase,param.c_c,param.c_s,param.e0,param.eps_0,param.eps_delta,param.sigma_max,param.sigma_min,e_s,sigma_0,param.sigma_prime_p,sigma_delta
109,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
110,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
111,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
112,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
113,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
114,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
115,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
116,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
117,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
118,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
119,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
120,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
121,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
122,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
123,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
124,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
125,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
126,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
127,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
128,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
129,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
130,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
131,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
132,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
133,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
134,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
135,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
136,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
137,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
138,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
139,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
140,0,0,0,0,extension,0.005,0.002,1.0,0,0.0005,-1000,-100,-600000.0000000006,1200.0000000000011,1200.0000000000011,-600.0000000000006
